Drug ID,Drug Name,Discription
DB12451,SCY-635,SCY-635 has been investigated for the treatment of Chronic Hepatitis C and Hepatitis C Infection.;;;;
DB12452,Caprylic alcohol,Caprylic alcohol has been used in trials studying the treatment of Essential Tremor.;;;;
DB12453,Chlorine dioxide,Chlorine Dioxide has been used in trials studying the treatment of Halitosis.;;;;
DB12454,Zalypsis,"Zalypsis has been used in trials studying the treatment of Lymphoma, Solid Tumors, Ewing's Sarcoma, Endometrial Cancer, and Uterine Cervical Cancer, among others.;;;;"
DB12455,Omadacycline,"Omadacycline has been used in trials studying the treatment of Bacterial Pneumonia, Bacterial Infections, Community-Acquired Infections, and Skin Structures and Soft Tissue Infections. Omadacycline represents a significant advance over the well-known tetracycline family, and has been shown to be highly effective in animal models at treating increasingly problematic, clinically prevalent infections caused by gram-positive bacteria, such as methicillin-resistant Staphylococcus aureus (MRSA), and by gram-negative, atypical and anaerobic bacteria, including those resistant to currently available classes of antibiotics and known to cause diseases such as pneumonias, urinary tract infections, skin diseases and blood-borne infections in both the hospital and community settings.;;;;"
DB12456,Bococizumab,"Bococizumab has been used in trials studying the treatment and prevention of Dyslipidemia, Hyperlipidemia, Hypercholesterolemia, Cardiovascular Disease, and Heterozygous Familial Hypercholesterolemia.;;;;"
DB12457,Rimegepant,"Rimegepant is an oral antagonist of the CGRP receptor developed by Biohaven Pharmaceuticals.[L11028] It received FDA approval on February 27, 2020 for the acute treatment migraine headache,[L11974] and was subsequently approved by the European Commission in April 2022 for both the treatment and prevention of migraines.[L41640] While several parenteral antagonists of CGRP and its receptor have been approved for migraine therapy (e.g. [erenumab], [fremanezumab], [galcanezumab]), rimegepant and [ubrogepant] were the only CGRP antagonists that possessed oral bioavailability[A189207] until the approval of [atogepant] in 2021.[L38814];;;;"
DB12458,Muscimol,Muscimol has been used in trials studying the treatment of Epilepsy and Parkinson's Disease.;;;;
DB12459,Belotecan,Belotecan has been investigated for the treatment of Epithelial Ovarian Cancer.;;;;
DB12460,Conbercept,Conbercept has been investigated for the basic science of Age-related Macular Degeneration.;;;;
DB12461,GLPG-0492,Glpg0492 is under investigation in clinical trial NCT01130818 (First-in-Human Single Ascending Dose of GLPG0492).;;;;
DB12462,Ralinepag,Ralinepag has been used in trials studying the treatment of Pulmonary Arterial Hypertension.;;;;
DB12463,Semagacestat,Semagacestat has been used in trials studying the treatment of Alzheimer Disease.;;;;
DB12464,Bevenopran,Bevenopran has been used in trials studying the treatment of Renal Impairment and Opioid-Induced Constipation.;;;;
DB12465,Ketanserin,"Ketanserin has been investigated for the treatment of Septic Shock, Severe Sepsis, and Diabetic Foot Ulcer.;;;;"
DB12466,Favipiravir,"Discovered by Toyama Chemical Co., Ltd. in Japan, favipiravir is a modified pyrazine analog that was initially approved for therapeutic use in resistant cases of influenza.[A191688,A191721] The antiviral targets RNA-dependent RNA polymerase (RdRp) enzymes, which are necessary for the transcription and replication of viral genomes.[A191688,A191772,A191775];;;;"
DB12467,TU-100,"TU-100 has been used in trials studying the treatment of Abdominal Pain, Colonic Transit, Crohn's Disease, Rectal Sensation, and Gastric Emptying, among others.;;;;"
DB12468,Pf-04531083,Pf-04531083 has been investigated for the treatment of Pain and Chronic Pain.;;;;
DB12470,Dexelvucitabine,Dexelvucitabine has been used in trials studying the treatment of HIV Infections and Human Immunodeficiency Virus.;;;;
DB12471,Ibrexafungerp,"Ibrexafungerp, also known as SCY-078 or MK-3118, is a novel enfumafungin derivative oral triterpene antifungal approved for the treatment of vulvovaginal candidiasis (VVC), also known as a vaginal yeast infection.[A235384,L34349] It was developed out of a need to treat fungal infections that may have become resistant to echinocandins or azole antifungals.[A235384] Ibrexafungerp is orally bioavailable compared to the echinocandins [caspofungin], [micafungin], and [anidulafungin]; which can only be administered parenterally.[A235384,A235389] Similar to echinocandins, ibrexafungerp targets the fungal β-1,3-glucan synthase, which is not present in humans, limiting the chance of renal or hepatic toxicity.[A235414,L34349];;;"
DB12472,Levodropropizine,Levodropropizine is under investigation in clinical trial NCT01573663 (A Drug-Drug Interaction Study of Ambroxol and Levodropropizine).;;;;
DB12473,Taurolidine,"Taurolidine has been investigated for the prevention of Central Venous Catheter, Home Parenteral Nutrition, and Catheter-Related Infections.;;;;"
DB12474,Lynestrenol,Lynestrenol is a progestin and prodrug of [norethisterone].;;;;
DB12475,Biphenyl dimethyl dicarboxylate,Nissel has been investigated for the treatment of Chronic Liver Disease.;;;;
DB12476,CPG-52852,"852A has been used in trials studying the treatment of Melanoma, Neoplasms, Breast Cancer, Ovarian Cancer, and Cervical Cancer, among others.;;;;"
DB12477,Perfluoro tert-butylcyclohexane,Oxycyte has been used in trials studying the treatment of Traumatic Brain Injury.;;;;
DB12478,Piribedil,Piribedil has been investigated in Parkinson's Disease.;;;;
DB12479,Zabofloxacin,Zabofloxacin has been used in trials studying the treatment of Community Acquired Pneumonia and Chronic Obstructive Pulmonary Disease.;;;;
DB12480,Betulinic Acid,Betulinic Acid has been used in trials studying the treatment of Dysplastic Nevus Syndrome.;;;;
DB12481,Barium,Barium is under investigation for the diagnostic of Known or Suspected Abdominal Disease.;;;;
DB12482,Acotiamide,Acotiamide has been used in trials studying the treatment of Dyspepsia and Functional Dyspepsia.;;;;
DB12483,Copanlisib,"Copanlisib is a selective pan-Class I phosphoinositide 3-kinase (PI3K/Phosphatidylinositol-4,5-bisphosphate 3-kinase/phosphatidylinositide 3-kinase) inhibitor that was first developed by Bayer Healthcare Pharmaceuticals, Inc. The drug targets the enzyme that plays a role in regulating cell growth and survival. Copanlisib was granted accelerated approval on September 14, 2017 under the market name Aliqopa for the treatment of adult patients with relapsed follicular lymphoma and a treatment history of at least two prior systemic therapies. Follicular lymphoma is a slow-growing type of non-Hodgkin lymphoma that is caused by unregulated proliferation and growth of lymphocytes. The active ingredient in Aliquopa intravenous therapy is copanlisib dihydrochloride.;;;;"
DB12484,Tetrahydrouridine,"Tetrahydrouridine has been used in trials studying the treatment of Neoplasms, Lung Neoplasms, Breast Neoplasms, Sickle Cell Disease, and Head and Neck Cancer, among others.;;;;"
DB12485,Pimonidazole,Pimonidazole is under investigation for the diagnostic of Prostate Cancer and Head and Neck Cancer.;;;;
DB12486,Elobixibat,"Elobixibat has been used in trials studying the treatment and basic science of Dyslipidemia, Constipation, Chronic Constipation, Functional Constipation, and Chronic Idiopathic Constipation.;;;;"
DB12487,Promestriene,"Promestriene (3-propyl ethyl, 17B-methyl estradiol) has been used in trials studying the prevention of Hypospadias. It is a synthetic estrogen analog, which is used in topical estrogen therapy. Promestriene’s potential for treating vaginal atrophy symptoms associated with aromatase inhibitor treatment would be precluded if its minimal absorption leads to estrogen-like effects on cell proliferation and estrogen-responsive gene expression. The concern with absorbed vaginal estrogens or estrogen analogs is that they activate occult sites of residual breast cancer or negate the tumor suppressive effects of aromatase inhibitor adjuvant therapy. Promestriene has been studied in phase IV of the clinical trial on improvement of hormonal cytology, local and systemic climacteric complaints, as well as its endometrial security in patients with vaginitis atrophic pelvic; organ prolapse and endometrial hyperplasia. It has been also studied in phase III of the clinical trial in the post-operative patients with hypospadias. In addition, promestriene was in phase IV of the clinical trial to study its treatment of patients with vaginosis, bacterial, but that studied was terminated.;;;"
DB12489,Mirvetuximab soravtansine,"Mirvetuximab soravtansine-gynx (IMGN853) is an antibody-drug conjugate (ADC) formed by a monoclonal antibody (M9346A) that targets folate receptor alpha (FRα), covalently joined by a cleavable disulfide linker to the genotoxic compound DM4 (also known as soravtansine or ravtansine).[A254392,L43967] DM4 is conjugated to the antibody with a drug-to-antibody ratio of 3.5:1.[A254387] ;;;;"
DB12490,Forigerimod,"Forigerimod is under investigation for the treatment of Lupus Erythematosus, Systemic.;;;;"
DB12491,Fasiglifam,"Fasiglifam has been used in trials studying the treatment of Chronic Kidney Disease, Type 2 Diabetes Mellitus, and Diabetes Mellitus, Type 2.;;;;"
DB12492,Piritramide,"Piritramide is under investigation for the treatment of Colon Cancer and Minimal Residual Disease. Piritramide has been investigated for the supportive care of Pain, Postoperative and Postoperative Nausea and Vomiting.;;;;"
DB12493,PD-217014,"PD-217,014 has been used in trials studying the treatment of Pain and Irritable Bowel Syndrome.;;;;"
DB12494,SGI-1776,"SGI-1776 has been used in trials studying the treatment of Prostate Cancer, Non-Hodgkins Lymphoma, and Relapsed/Refractory Leukemias.;;;;"
DB12495,Selepressin,Selepressin has been used in trials studying the treatment of Septic Shock.;;;;
DB12497,Alagebrium,"Alagebrium has been investigated for the treatment and prevention of Aging, Heart Failure, Physical Activity, Diabetic Nephropathy, and Cardiovascular Disease, among others.;;;;"
DB12498,Mogamulizumab,"Mogamulizumab is a humanized monoclonal antibody (mAb) directed against CC chemokine receptor 4 (CCR4) for the treatment of Mycosis Fungoides (MF) and Sézary Syndrome (SS), the most common subtypes of cutaneous T-cell lymphoma. Cutaneous T-cell lymphomas occur when certain white blood cells, called T cells, become cancerous; these cancers typically affect the skin, causing various types of skin lesions.[L4170];;;"
DB12499,Clascoterone,"Clascoterone (cortexolone 17α-propionate, CB-03-01) is a novel antagonist of androgen receptors. It binds to androgen receptors with high affinity.[A218771] By competing with androgens for binding to androgen receptors, clascoterone works by blocking the androgen receptor signalling cascades that promote acne pathogenesis, such as sebaceous gland proliferation, excess sebum production, and inflammatory pathways.[A218846] In August 2020, FDA approved clascoterone for the first-in-class topical treatment of acne (acne vulgaris) in male and female patients 12 years and older.[L15621] Clascoterone is also being investigated as a novel treatment for androgenetic alopecia.[A218766];;;;"
DB12500,Fedratinib,"Fedratinib, also known as SAR302503 and TG101348, is a tyrosine kinase inhibitor used to treat intermediate-2 and high risk primary and secondary myelofibrosis.[A183176,L8090] It is an anilinopyrimidine derivative.[A183188];;;;"
DB12501,ABT-384,ABT-384 has been used in trials studying the treatment of Alzheimer's Disease.;;;;
DB12504,JNJ-40346527,"JNJ-40346527 has been used in trials studying the treatment of Health and Arthritis, Rheumatoid.;;;;"
DB12505,E-7820,E7820 has been investigated for the treatment of Colon Cancer and Rectal Cancer.;;;;
DB12506,Fenamole,Fenamole has been investigated for the supportive care of Side Effects and Dental Plaque.;;;;
DB12507,Atecegatran metoxil,"Atecegatran metoxil has been used in trials studying the basic science and prevention of Nonvalvular Atrial Fibrillation, Persistent or Permanent Nonvalvular Atrial Fibrillation, and Persistent or Permanent Non-valvular Atrial Fibrillation.;;;;"
DB12508,E7107,E7107 has been used in trials studying the treatment of Cancer.;;;;
DB12509,Imeglimin,Imeglimin has been used in trials studying the treatment of Type 2 Diabetes Mellitus.;;;;
DB12510,Ozone,Ozone has been used in trials studying the treatment of Mild Asthma and Primary Apical Periodontite.;;;;
DB12511,Imiglitazar,Imiglitazar has been used in trials studying the treatment of Diabetes Mellitus.;;;;
DB12512,Verucerfont,Verucerfont has been used in trials studying the treatment of Congenital Adrenal Hyperplasia.;;;;
DB12513,Omaveloxolone,"Omaveloxolone has been used in trials studying the treatment of Relapsed, Refractory Melanoma and Metastatic or Incurable Non-small Cell Lung Cancer.;;;;"
DB12514,Iofolastat I-123,Iofolastat I-123 is under investigation in clinical trial NCT00992745 (A Phase I Pilot Study Comparing 123I MIP 1072 Versus 111In Capromab Pendetide in Subjects With Metastatic Prostate Cancer).;;;;
DB12515,9-aminocamptothecin,"Aminocamptothecin has been used in trials studying the treatment of Lymphoma, Gastric Cancer, Ovarian Cancer, Esophageal Cancer, and Ovarian Neoplasms, among others.;;;;"
DB12517,PF-00446687,PF-00446687 has been investigated for the treatment of Erectile Dysfunction.;;;;
DB12518,Raclopride,Raclopride has been used in trials studying Parkinson Disease.;;;;
DB12519,Sarcosine,Sarcosine has been investigated for the treatment of Schizophrenia.;;;;
DB12520,Plozalizumab,"Plozalizumab has been investigated for the treatment of Atherosclerosis. Plozalizumab, a novel humanized monoclonal antibody, specifically targets CCR2 chemokine receptors found on the surface of certain white blood cells including macrophages and monocytes. Preclinical studies suggest that CCR2 plays an important role in the trafficking of monocytes and macrophages to sites of inflammation. The recruitment of macrophages to the arterial wall is believed to be a critical step in the development of atherosclerosis.;;;;"
DB12521,Methyl pyrrolidone,N Methyl Pyrrolidone is under investigation for the treatment of Multiple Myeloma.;;;;
DB12522,Toreforant,"Toreforant has been used in trials studying the treatment of Asthma, Psoriasis, Hepatic Impairment, and Rheumatoid Arthritis.;;;;"
DB12523,Mizolastine,Mizolastine is under investigation in clinical trial NCT01928316 (A Bioequivalence Study of Domestic (Made in China) and Imported Mizolastine Tablets in Healthy Volunteers).;;;;
DB12524,BI-671800,"Bi 671800 has been used in trials studying the treatment of Asthma and Rhinitis, Allergic, Perennial.;;;;"
DB12525,Molgramostim,"Molgramostim has been used in trials studying the treatment of Bronchiectasis, Cystic Fibrosis, Pulmonary Alveolar Proteinosis, Acute Respiratory Distress Syndrome, and Autoimmune Pulmonary Alveolar Proteinosis.;;;;"
DB12526,Batefenterol,"Batefenterol has been used in trials studying the treatment of Pulmonary Disease, Chronic Obstructive.;;;;"
DB12527,Sofinicline,"Sofinicline has been used in trials studying the treatment of ADHD, Neuralgia, Diabetic, Diabetic Neuropathies, Diabetic Polyneuropathy, and Diabetic Neuropathic Pain, among others.;;;;"
DB12528,Glyceryl Trierucate,Glyceryl Trierucate has been investigated for the treatment of Adrenoleukodystrophy.;;;;
DB12529,Nitrite,Nitrite is under investigation for the treatment of Heart Failure.;;;;
DB12530,Inebilizumab,"Inappropriate growth of or self-directed antibody production by B-cells is the etiological underpinning of a variety of conditions, including the multiple sclerosis-like neurological condition neuromyelitis optica spectrum disorder (NMOSD).[A214283, A214286] Inebilizumab is a humanized afucosylated monoclonal IgG1 antibody directed against the broadly expressed B-cell surface antigen CD19. Inebilizumab is cytolytic, resulting in B-cell depletion and offering therapeutic benefit to patients suffering from NMOSD. Compared to the anti-CD20 antibody [rituximab], which is also used to treat NMOSD, inebilizumab has broader specificity.[A214280, A214289, A214292, A214295, A214298, A214301];;;;"
DB12531,Lobucavir,Lobucavir has been used in trials studying the treatment of HIV Infections and Cytomegalovirus Infections.;;;;
DB12532,Oxetacaine,"Oxetacaine, also called oxethazaince, is a potent surface analgesic with the molecular formula N, N-bis-(N-methyl-N-phenyl-t-butyl-acetamide)-beta-hydroxyethylamine that conserves its unionized form at low pH levels. Its actions have shown to relieve dysphagia, relieve pain due to reflux, chronic gastritis, and duodenal ulcer.[A33104] Oxetacaine is approved by Health Canada since 1995 for its use as an antacid combination in over-the-counter preparations.[L1113] It is also in the list of approved derivatives of herbal products by the EMA.[L2816];;;;"
DB12533,Cevipabulin,Cevipabulin has been used in trials studying the treatment and educational/counseling/training of Tumors and Neoplasms.;;;;
DB12534,Mavrilimumab,Mavrilimumab has been investigated for the treatment of Rheumatoid Arthritis.;;;;
DB12535,AC-430,AC430 has been investigated for the treatment of Rheumatoid Arthritis.;;;;
DB12536,N-acetylmannosamine,N-acetylmannosamine is under investigation for the other of GNE Myopathy.;;;;
DB12537,"1,2-Benzodiazepine","Benzodiazepine is under investigation for the prevention of Delirium and C.Surgical Procedure; Cardiac. Benzodiazepine has been investigated for the treatment of Obesity, Sleep Apnea, Obstructive, and Disorders of Gallbladder, Biliary Tract and Pancrease.;;;"
DB12538,Nepadutant,"Nepadutant has been used in trials studying the treatment of Colic, Infantile Colic, and Infantile Functional Gastrointestinal Disorders.;;;;"
DB12539,Oltipraz,"Oltipraz has been used in trials studying the treatment and prevention of Lung Cancer, Liver Fibrosis, Liver Cirrhosis, and Non-alcoholic Fatty Liver Disease.;;;;"
DB12540,Lecozotan,Lecozotan has been used in trials studying the treatment of Alzheimer Disease.;;;;
DB12541,SAR-405838,SAR405838 has been used in trials studying the treatment of Neoplasm Malignant.;;;;
DB12542,GSK-356278,"Gsk356278 has been used in trials studying the treatment and basic science of Anxiety Disorders, Huntington Disease, Depressive Disorder, Huntingtons Disease, and Depressive Disorder, Major, among others.;;;;"
DB12543,Samidorphan,"[Olanzapine] is an effective atypical antipsychotic that, like other antipsychotics, is associated with weight gain, metabolic dysfunction, and increased risk of type II diabetes.[A235638, A235643] Samidorphan is a novel opioid antagonist structurally related to [naltrexone], with a higher affinity for opioid receptors, more potent μ-opioid receptor antagonism, higher oral bioavailability, and a longer half-life, making it an attractive candidate for oral dosing.[A235623, A235638, L34359] Although antipsychotic-induced weight gain is incompletely understood, it is thought that the opioid system plays a key role in feeding and metabolism, such that opioid antagonism may be expected to ameliorate these negative effects. Samidorphan has been shown in animal models and clinical trials to ameliorate [olanzapine]-induced weight gain and metabolic dysfunction.[A235638, A235643];;;;"
DB12545,Indobufen,Indobufen has been used in trials studying the supportive care and prevention of Atrial Fibrillation.;;;;
DB12547,LY-2886721,LY2886721 has been used in trials studying the basic science of Alzheimer's Disease.;;;;
DB12548,Sparsentan,Sparsentan has been used in trials studying the treatment of Focal Segmental Glomerulosclerosis. Sparsentan is the first and only dual-acting angiotensin and endothelin receptor antagonist (DARA) in development.;;;;
DB12549,Pyrazoloacridine,"Pyrazoloacridine has been used in trials studying the treatment of Lung Cancer, Liver Cancer, Breast Cancer, Melanoma (Skin), and Metastatic Cancer, among others.;;;;"
DB12550,Taladegib,"Taladegib has been used in trials studying the treatment of Solid Tumor, COLON CANCER, BREAST CANCER, Advanced Cancer, and Rhabdomyosarcoma, among others.;;;;"
DB12551,Idazoxan,"Idazoxan has been used in trials studying the basic science of Molecular Imaging, Alzheimer Disease, and Major Depressive Disorder.;;;;"
DB12553,Fluocinolone,"Fluocinolone has been used in trials studying the treatment and prevention of Candida Infection, Oral Lichen Planus, Macular Degeneration, and Choroidal Neovascularization.;;;;"
DB12554,Mebeverine,Mebeverine has been investigated for the treatment of Irritable Bowel Syndrome and Post-cholecystectomy Gastrointestinal Spasms.;;;;
DB12555,Nelotanserin,"Nelotanserin has been used in trials studying the treatment of Lewy Body Dementia, Visual Hallucinations, Dementia With Lewy Bodies, and REM Sleep Behavior Disorder. It is a highly selective antagonist at the 5-HT2A serotonin receptor. It increases non-REM sleep, the most restorative phase of the sleep cycle, without sacrificing REM or dream sleep. Nelotanserin works through a mechanism of action that is different from currently marketed drugs.;;;;"
DB12556,MK-5108,"MK-5108 has been used in trials studying the treatment of Cancer, Neoplasms, Tumors.;;;;"
DB12557,FK-614,FK614 has been used in trials studying the treatment of Diabetes Mellitus.;;;;
DB12558,AEE-788,"AEE788 has been used in trials studying the treatment of Cancer, Glioblastoma Multiforme, and Brain and Central Nervous System Tumors.;;;;"
DB12559,EC-17,Folate Fitc has been used in trials studying the diagnostic of Ovarian Cancer.;;;;
DB12560,Blosozumab,"Blosozumab has been used in trials studying the basic science and treatment of Osteoporosis and Osteoporosis, Postmenopausal.;;;;"
DB12561,WNT-974,"WNT974 has been used in trials studying the treatment of Metastatic Colorectal Cancer and Squamous Cell Carcinoma, Head And Neck.;;;;"
DB12562,Setipiprant,Setipiprant has been investigated for the treatment of Seasonal Allergic Rhinitis.;;;;
DB12563,MK-0686,"MK0686 has been used in trials studying the treatment of Osteoarthritis, Pain, Postoperative, and Neuralgia, Postherpetic.;;;;"
DB12564,Gemcitabine elaidate,"Gemcitabine elaidate has been used in trials studying the treatment of Solid Tumor, Lung Cancer, Non-small-cell Lung Cancer, and Metastatic Pancreatic Adenocarcinoma.;;;;"
DB12565,Abexinostat,"Abexinostat has been used in trials studying the treatment of Sarcoma, Lymphoma, Leukemia, Lymphocytic, and Hodgkin Disease, among others. It is a novel, broad-spectrum hydroxamic acid-based inhibitor of histone deacetylase (HDAC) with potential antineoplastic activity.;;;;"
DB12566,Decernotinib,Decernotinib has been used in trials studying the treatment of Drug Interactions and Rheumatoid Arthritis.;;;;
DB12567,Camicinal,Camicinal has been used in trials studying the treatment of Gastroparesis.;;;;
DB12568,Tecemotide,"Tecemotide has been used in trials studying the treatment of Prostate Cancer and Carcinoma, Non-Small-Cell Lung.;;;;"
DB12569,Tonapofylline,"Tonapofylline has been used in trials studying the treatment of Heart Failure, Renal Insufficiency, and Congestive Heart Failure.;;;;"
DB12570,Onatasertib,"Onatasertib (CC-223) has been used in trials studying the treatment and basic science of Multiple Myeloma, Glioblastoma Multiforme, HepatoCellular Carcinoma, Non-small Cell Lung Cancer, and Diffuse Large B-Cell Lymphoma, among others.;;;;"
DB12571,Rimacalib,Rimacalib has been used in trials studying the treatment of Rheumatoid Arthritis (RA).;;;;
DB12572,Pexacerfont,"Pexacerfont has been investigated for the treatment of Alcoholism, Anxiety Disorder, Alcohol Dependence, and Alcohol-Related Disorders.;;;;"
DB12573,LY-2452473,Ly2452473 is under investigation for the supportive care of Prostate Cancer. Ly2452473 has been investigated for the treatment of Erectile Dysfunction.;;;;
DB12574,LY-295501,"ILX-295501 has been used in trials studying the treatment of Ovarian Cancer, Metastatic Cancer, Fallopian Tube Cancer, and Primary Peritoneal Cavity Cancer.;;;;"
DB12575,Ronopterin,Ronopterin has been used in trials studying the treatment of Traumatic Brain Injury.;;;;
DB12576,AZD-3043,"AZD3043 has been used in trials studying the treatment and basic science of Safety, Sedation, Tolerability, and Pharmacokinetics.;;;;"
DB12577,Fosbretabulin,Fosbretabulin has been investigated for the treatment of Anaplastic Thyroid Cancer.;;;;
DB12578,Lexaptepid pegol,"Lexaptepid pegol has been used in trials studying the treatment of Anemia, Inflammation, Chronic Diseases, End Stage Renal Disease, and Anemia of Chronic Disease.;;;;"
DB12579,JNJ-37822681,JNJ-37822681 has been used in trials studying the treatment of Schizophrenia.;;;;
DB12580,Tradipitant,"Tradipitant has been used in trials studying the treatment and prevention of Eczema, Pruritus, Gastroparesis, Chronic Pruritus, and Atopic Dermatitis, among others.;;;;"
DB12581,Ozarelix,"Ozarelix has been used in trials studying the treatment of Prostate Cancer, Benign Prostatic Hypertrophy, and Benign Prostatic Hyperplasia (BPH).;;;;"
DB12582,Piperine,Bioperine has been used in trials studying the treatment of Multiple Myeloma and Deglutition Disorders.;;;;
DB12583,Maltodextrin,;;;;
DB12584,Bimagrumab,"Bimagrumab has been used in trials studying the treatment and supportive care of Sarcopenia, Skeletal Muscle, Mechanical Ventilation, Sporadic Inclusion Body Myositis, and Sporadic Inclusion Body Myositis (sIBM), among others.;;;;"
DB12585,Ondelopran,Ondelopran has been used in trials studying the treatment of Alcohol Dependence.;;;;
DB12586,Anhydrovinblastine,"Anhydrovinblastine has been used in trials studying the treatment of Unspecified Adult Solid Tumor, Protocol Specific.;;;;"
DB12587,Razupenem,Razupenem has been used in trials studying the treatment of Skin Infections.;;;;
DB12588,AZD-1480,"AZD1480 has been used in trials studying the treatment of Solid Malignancies, Post-Polycythaemia Vera, Primary Myelofibrosis (PMF), and Essential Thrombocythaemia Myelofibrosis.;;;;"
DB12589,Dacetuzumab,"Dacetuzumab has been used in trials studying the treatment of Multiple Myeloma, Non-Hodgkin Lymphoma, Leukemia, Lymphocytic, Chronic, and Lymphoma, Large B-Cell, Diffuse. It is a humanized anti-CD40 antibody and induces cytotoxicity in human multiple myeloma cells.;;;;"
DB12590,Indiplon,Indiplon has been used in trials studying the treatment of Insomnia and Depression.;;;;
DB12591,BMS-911543,BMS-911543 has been used in trials studying the treatment of Cancer.;;;;
DB12592,Mosedipimod,Mosedipimod has been used in trials studying the supportive care and treatment of Chemotherapy-induced Neutropenia.;;;;
DB12593,Apaziquone,Apaziquone has been investigated for the treatment of Bladder Cancer and Bladder Neoplasms.;;;;
DB12594,AZD-9056,AZD9056 has been used in trials studying the basic science and treatment of Rheumatoid Arthritis.;;;;
DB12595,Na-1,Na 1 is under investigation in clinical trial NCT00728182 (Evaluating Neuroprotection in Aneurysm Coiling Therapy).;;;;
DB12596,Combretastatin,Combretastatin has been investigated for the treatment of Anaplastic Thyroid Cancer.;;;;
DB12597,Asciminib,"Asciminib is a tyrosine kinase inhibitor (TKI) used in the treatment of chronic-phase Philadelphia chromosome-positive chronic myeloid leukemia (Ph+ CML). More specifically, it is an inhibitor of the ABL1 kinase activity of the BCR-ABL1 fusion protein[L38995] which serves as a driver of CML proliferation in most patients with the disease.[L39005] It has also shown benefit in Ph+ CML with the T315I mutation, which produces a mutant BCR-ABL1 which is typically treatment-resistant as compared to wild-type BCR-ABL1.;;;;"
DB12598,Nafamostat,Nafamostat is a synthetic serine protease inhibitor that is commonly formulated with hydrochloric acid due to its basic properties. It has been used in trials studying the prevention of Liver Transplantation and Postreperfusion Syndrome. The use of nafamostat in Asian countries is approved as an anticoagulant therapy for patients undergoing continuous renal replacement therapy due to acute kidney injury.;;;;
DB12601,Sonolisib,"Sonolisib has been used in trials studying the treatment of Glioblastoma, Prostate Cancer, Advanced Solid Tumors, Advanced BRAF-mutant Cancers, and Non Small Cell Lung Cancer (NSCLC), among others.;;;;"
DB12602,Pentetreotide,Pentetreotide has been used in trials studying the diagnosis of Cushing's syndrome.;;;;
DB12604,Sisomicin,Sisomicin has been used in trials studying the treatment of Pyoderma.;;;;
DB12605,Etripamil,Etripamil has been used in trials studying the treatment of Paroxysmal Supraventricular Tachycardia (PSVT).;;;;
DB12606,Netivudine,Netivudine has been used in trials studying the treatment of Chickenpox and HIV Infections.;;;;
DB12607,Diridavumab,"Cr6261 is under investigation in clinical trial NCT02016066 (A Study to Assess the Safety, Pharmacokinetics and Immunogenicity of Diridavumab in Japanese Healthy Participants).;;;;"
DB12608,Emixustat,"Emixustat has been used in trials studying the treatment of Geographic Atrophy, Age-Related Macular Degeneration, and Dry Age-related Macular Degeneration.;;;;"
DB12609,Tovetumab,"Tovetumab has been used in trials studying the treatment of Cancer, Glioblastoma Multiforme, and Advanced Solid Malignancies.;;;;"
DB12610,Ebselen,"Ebselen has been investigated for the treatment and basic science of Meniere's Disease, Type 2 Diabetes Mellitus, and Type 1 Diabetes Mellitus.;;;;"
DB12611,PF-477736,PF-00477736 has been used in trials studying the treatment of Neoplasms.;;;;
DB12612,Ozanimod,"Ozanimod is a once-daily sphingosine 1-phosphate receptor modulator for the treatment of relapsing Multiple Sclerosis (MS) and inflammatory bowel disease. It was developed by Celgene (now acquired by Bristol-Myers Squibb) [L11025] and was approved by the FDA on March 26, 2020.[L12573,L12582]  The US approval was followed by the approval in Canada on October 2, 2020.[L41524] In November 2021, ozanimod was also approved by the European Commission for the treatment of adults with relapsing remitting multiple sclerosis.[L39377,L39382];;;;"
DB12613,Davunetide,"Davunetide has been used in trials studying the treatment of Progressive Nonfluent Aphasia, Progressive Supranuclear Palsy, Predicted Tauopathies, Including, Corticobasal Degeneration Syndrome, and Frontotemporal Dementia With Parkinsonism Linked to Chromosome 17.;;;;"
DB12614,Reparixin,"Reparixin has been used in trials studying the treatment and prevention of Breast Cancer, Metastatic Breast Cancer, Pancreatectomy for Chronic Pancreatitis, Islet Transplantation in Diabetes Mellitus Type 1, and Pancreatic Islet Transplantation in Type 1 Diabetes Mellitus.;;;;"
DB12615,Plazomicin,"Developed by Achaogen biopharmaceuticals, plazomicin is a next-generation aminoglycoside synthetically derived from [DB12604]. The structure of plazomicin was established via appending hydroxylaminobutyric acid to [DB12604] at position 1 and 2-hydroxyethyl group at position 6' [A33942]. It was designed to evade all clinically relevant aminoglycoside-modifying enzymes, which contribute to the main resistance mechanism for aminoglycoside therapy [A33942]. However, acquired resistance of aminoglycosides may arise through over expression of efflux pumps and ribosomal modification by bacteria, which results from amino acid or rRNA sequence mutations [A33942]. Like other aminoglycosides, plazomicin is ineffective against bacterial isolates that produce 16S rRNA methyltransferases [FDA Label]. Plazomicin mediates the antibacterial activity against pathogens including carbapenem-resistant (CRE) and extended-spectrum beta-lactamase (ESBL) producing _Enterobacteriaceae_. It mediates the antibacterial activity by binding to bacterial 30S ribosomal subunit and inhibiting protein synthesis [FDA Label]. On June 28th, 2018, plazomicin sulfate was approved by the FDA for use in adult patients for the treatment of complicated urinary tract infections (cUTI) including Pyelonephritis. It is marketed as Zemdri and is administered via once-daily intravenous infusion.;;;;"
